fname,lname,year,stint,team,league,AB,H,HR,SB,BB,SO,HBP,PA
Paul,Goldschmidt,2014,1,ARI,NL,406,122,19,9,64,110,2,485
Jonny,Gomes,2014,1,BOS,AL,209,49,6,0,26,70,6,246
Yan,Gomes,2014,1,CLE,AL,485,135,21,0,24,120,3,521
Carlos,Gomez,2014,1,MIL,NL,574,163,23,34,47,141,19,644
Adrian,Gonzalez,2014,1,LAN,NL,591,163,27,1,56,112,2,669
Carlos,Gonzalez,2014,1,COL,NL,260,62,11,3,19,70,1,283
Marwin,Gonzalez,2014,1,HOU,AL,285,79,6,2,17,58,4,310
Alex,Gordon,2014,1,KCA,AL,563,150,19,12,65,126,11,648
Dee,Gordon,2014,1,LAN,NL,609,176,2,64,31,107,4,650
Anthony,Gose,2014,1,TOR,AL,239,54,2,15,25,74,5,274
Curtis,Granderson,2014,1,NYN,NL,564,128,20,8,79,141,6,655
Yasmani,Grandal,2014,1,SDN,NL,377,85,15,3,58,115,2,444
Didi,Gregorius,2014,1,ARI,NL,270,61,6,3,22,52,3,302
Robbie,Grossman,2014,1,HOU,AL,360,84,6,9,55,105,2,423
Brandon,Guyer,2014,1,TBA,AL,259,69,3,6,16,52,11,294
Jedd,Gyorko,2014,1,SDN,NL,400,84,10,3,36,100,4,444
Billy,Hamilton,2014,1,CIN,NL,563,141,6,56,34,117,1,611
Josh,Hamilton,2014,1,LAA,AL,338,89,10,3,32,108,5,386
Ryan,Hanigan,2014,1,TBA,AL,225,49,5,1,31,39,3,263
J. J.,Hardy,2014,1,BAL,AL,529,142,9,0,29,104,4,570
Bryce,Harper,2014,1,WAS,NL,352,96,13,2,38,104,1,399
Josh,Harrison,2014,1,PIT,NL,520,164,13,18,22,81,4,551
Corey,Hart,2014,1,SEA,AL,232,47,6,2,16,59,6,256
Chase,Headley,2014,1,SDN,NL,279,64,7,4,22,73,5,307
Chase,Headley,2014,2,NYA,AL,191,50,6,3,29,49,4,225
Adeiny,Hechavarria,2014,1,MIA,NL,536,148,1,7,26,86,1,578
Chris,Heisey,2014,1,CIN,NL,275,61,8,9,15,64,2,299
Jason,Heyward,2014,1,ATL,NL,573,155,11,20,67,98,6,652
Aaron,Hicks,2014,1,MIN,AL,186,40,1,4,36,56,0,225
Brandon,Hicks,2014,1,SFN,NL,204,33,8,0,32,77,2,245
Aaron,Hill,2014,1,ARI,NL,501,122,10,4,28,92,5,541
Matt,Holliday,2014,1,SLN,NL,574,156,20,4,74,100,17,671
Brock,Holt,2014,1,BOS,AL,449,126,4,12,33,98,2,492
Eric,Hosmer,2014,1,KCA,AL,503,136,9,4,35,93,3,551
Ryan,Howard,2014,1,PHI,NL,569,127,23,0,67,190,7,655
Torii,Hunter,2014,1,DET,AL,549,157,17,4,23,89,7,586
Chris,Iannetta,2014,1,LAA,AL,306,77,7,3,54,91,8,376
Ender,Inciarte,2014,1,ARI,NL,418,116,4,19,25,53,0,447
Omar,Infante,2014,1,KCA,AL,528,133,6,9,33,68,2,578
Austin,Jackson,2014,1,DET,AL,374,102,4,9,35,85,2,420
Austin,Jackson,2014,2,SEA,AL,223,51,0,11,12,59,0,236
John,Jaso,2014,1,OAK,AL,307,81,9,2,28,60,7,345
Jon,Jay,2014,1,SLN,NL,413,125,3,6,28,78,20,471
Desmond,Jennings,2014,1,TBA,AL,479,117,10,15,47,108,6,542
Derek,Jeter,2014,1,NYA,AL,581,149,4,10,35,87,6,634
Chris,Johnson,2014,1,ATL,NL,582,153,10,6,23,159,2,613
Kelly,Johnson,2014,1,NYA,AL,201,44,6,2,23,50,2,227
Reed,Johnson,2014,1,MIA,NL,187,44,2,0,1,37,8,201
Adam,Jones,2014,1,BAL,AL,644,181,29,7,19,133,12,683
Garrett,Jones,2014,1,MIA,NL,496,122,15,0,46,116,1,551
James,Jones,2014,1,SEA,AL,312,78,0,27,12,67,0,328
Caleb,Joseph,2014,1,BAL,AL,246,51,9,0,17,69,3,275
Matthew,Joyce,2014,1,TBA,AL,418,106,9,2,62,111,4,497
Munenori,Kawasaki,2014,1,TOR,AL,240,62,0,1,22,49,3,274
Matt,Kemp,2014,1,LAN,NL,541,155,25,8,52,145,0,602
Howie,Kendrick,2014,1,LAA,AL,617,181,7,14,48,110,4,682
Kevin,Kiermaier,2014,1,TBA,AL,331,87,10,5,23,71,3,366
Ian,Kinsler,2014,1,DET,AL,684,188,17,15,29,79,5,727
Jason,Kipnis,2014,1,CLE,AL,500,120,6,22,50,100,2,557
Paul,Konerko,2014,1,CHA,AL,208,43,5,0,10,51,4,224
Marc,Krauss,2014,1,HOU,AL,186,36,6,0,21,54,1,208
Juan,Lagares,2014,1,NYN,NL,416,117,4,13,20,87,7,453
Junior,Lake,2014,1,CHN,NL,308,65,9,7,14,110,1,326
Adam,LaRoche,2014,1,WAS,NL,494,128,26,3,82,108,2,595
Tommy,La Stella,2014,1,ATL,NL,319,80,1,2,36,40,1,362
Brett,Lawrie,2014,1,TOR,AL,259,64,12,0,16,49,5,282
DJ,LeMahieu,2014,1,COL,NL,494,132,5,10,33,97,2,545
Adam,Lind,2014,1,TOR,AL,290,93,6,0,28,48,0,321
Jose,Lobaton,2014,1,WAS,NL,214,50,2,0,15,61,1,231
James,Loney,2014,1,TBA,AL,600,174,9,4,41,80,4,653
Evan,Longoria,2014,1,TBA,AL,624,158,22,5,57,133,9,711
Jed,Lowrie,2014,1,OAK,AL,502,125,6,0,51,79,5,571
Jonathan,Lucroy,2014,1,MIL,NL,585,176,13,4,66,71,2,658
Ryan,Ludwick,2014,1,CIN,NL,357,87,9,0,31,94,4,398
Manny,Machado,2014,1,BAL,AL,327,91,12,2,20,68,3,356
Nick,Markakis,2014,1,BAL,AL,642,177,14,4,62,84,4,714
Starling,Marte,2014,1,PIT,NL,495,144,13,30,33,131,17,545
J. D.,Martinez,2014,1,DET,AL,441,139,23,6,30,126,3,485
Leonys,Martin,2014,1,TEX,AL,533,146,7,31,39,114,2,586
Russell,Martin,2014,1,PIT,NL,379,110,11,4,59,78,15,465
Victor,Martinez,2014,1,DET,AL,561,188,32,3,70,42,4,669
Joe,Mauer,2014,1,MIN,AL,455,126,4,3,60,96,1,530
Cameron,Maybin,2014,1,SDN,NL,251,59,1,4,19,56,1,274
Brian,McCann,2014,1,NYA,AL,495,115,23,0,32,77,7,539
Andrew,McCutchen,2014,1,PIT,NL,548,172,25,18,84,115,10,656
Casey,McGehee,2014,1,MIA,NL,616,177,4,4,67,102,1,694
Tommy,Medica,2014,1,SDN,NL,240,56,9,6,14,75,4,259
Jordy,Mercer,2014,1,PIT,NL,506,129,12,4,35,89,4,567
Devin,Mesoraco,2014,1,CIN,NL,384,105,25,1,41,103,12,444
Will,Middlebrooks,2014,1,BOS,AL,215,41,2,1,15,70,4,235
Brad,Miller,2014,1,SEA,AL,367,81,10,4,34,95,2,411
Jose,Molina,2014,1,TBA,AL,225,40,0,3,14,55,2,247
Yadier,Molina,2014,1,SLN,NL,404,114,7,1,28,55,6,449
Miguel,Montero,2014,1,ARI,NL,489,119,13,0,56,97,9,571
Kendrys,Morales,2014,2,SEA,AL,213,44,7,0,21,41,3,241
Justin,Morneau,2014,1,COL,NL,502,160,17,0,34,60,6,554
Logan,Morrison,2014,1,SEA,AL,336,88,11,5,24,59,3,366
Mike,Morse,2014,1,SFN,NL,438,122,16,0,31,121,9,482
Brandon,Moss,2014,1,OAK,AL,500,117,25,1,67,153,10,587
Mike,Moustakas,2014,1,KCA,AL,457,97,15,1,35,74,3,501
David,Murphy,2014,1,CLE,AL,416,109,8,2,36,61,2,464
Daniel,Murphy,2014,1,NYN,NL,596,172,9,13,39,86,2,645
Wil,Myers,2014,1,TBA,AL,325,72,6,6,34,90,0,364
Mike,Napoli,2014,1,BOS,AL,415,103,17,3,78,133,4,503
Daniel,Nava,2014,1,BOS,AL,363,98,4,4,33,81,10,409
Dioner,Navarro,2014,1,TOR,AL,481,132,12,3,32,76,1,521
Derek,Norris,2014,1,OAK,AL,385,104,10,2,54,86,1,444
Eduardo,Nunez,2014,1,MIN,AL,204,51,4,9,5,31,1,213
Rougned,Odor,2014,1,TEX,AL,386,100,9,4,17,71,5,418
Mike,Olt,2014,1,CHN,NL,225,36,12,0,25,100,3,258
David,Ortiz,2014,1,BOS,AL,518,136,35,0,75,95,3,624
Lyle,Overbay,2014,1,MIL,NL,258,60,4,2,36,60,1,298
Chris,Owings,2014,1,ARI,NL,310,81,6,8,16,67,2,332
Marcell,Ozuna,2014,1,MIA,NL,565,152,23,3,41,164,1,613
Angel,Pagan,2014,1,SFN,NL,383,115,3,16,25,53,1,414
Joe,Panik,2014,1,SFN,NL,269,82,1,0,16,33,0,287
Chris,Parmelee,2014,1,MIN,AL,250,64,7,0,17,64,2,270
Gerardo,Parra,2014,1,ARI,NL,406,105,6,5,24,72,4,443
Steve,Pearce,2014,1,BAL,AL,338,99,21,5,40,76,4,384
Dustin,Pedroia,2014,1,BOS,AL,551,153,7,6,51,75,1,610
Brayan,Pena,2014,1,CIN,NL,348,88,5,2,20,42,0,374
Hunter,Pence,2014,1,SFN,NL,650,180,20,13,52,130,3,711
Cliff,Pennington,2014,1,ARI,NL,177,45,2,6,20,36,3,201
David,Peralta,2014,1,ARI,NL,329,94,8,6,16,60,1,348
Jhonny,Peralta,2014,1,SLN,NL,560,147,21,3,58,112,6,630
Salvador,Perez,2014,1,KCA,AL,578,150,17,1,22,85,3,608
Brandon,Phillips,2014,1,CIN,NL,462,123,8,2,23,74,6,500
A. J.,Pierzynski,2014,1,BOS,AL,256,65,4,0,9,40,4,276
Trevor,Plouffe,2014,1,MIN,AL,520,134,14,2,53,109,4,584
Gregory,Polanco,2014,1,PIT,NL,277,65,7,14,30,59,0,312
A. J.,Pollock,2014,1,ARI,NL,265,80,7,14,19,46,2,287
Buster,Posey,2014,1,SFN,NL,547,170,22,0,47,69,3,610
Martin,Prado,2014,1,ARI,NL,403,109,5,2,23,57,6,436
Alex,Presley,2014,1,HOU,AL,254,62,6,5,13,44,1,271
Yasiel,Puig,2014,1,LAN,NL,558,165,16,11,67,124,12,643
Albert,Pujols,2014,1,LAA,AL,633,172,28,5,48,71,5,706
Nick,Punto,2014,1,OAK,AL,198,41,2,3,25,56,0,224
Ryan,Raburn,2014,1,CLE,AL,195,39,4,0,13,51,1,213
Alexei,Ramirez,2014,1,CHA,AL,622,170,15,21,24,81,6,657
Aramis,Ramirez,2014,1,MIL,NL,494,141,15,3,21,75,13,533
Hanley,Ramirez,2014,1,LAN,NL,449,127,13,14,56,84,6,514
Jose,Ramirez,2014,1,CLE,AL,237,62,2,10,13,35,1,266
Wilson,Ramos,2014,1,WAS,NL,341,91,11,0,17,57,0,363
Colby,Rasmus,2014,1,TOR,AL,346,78,18,4,29,124,1,378
Josh,Reddick,2014,1,OAK,AL,363,96,12,1,28,63,1,395
Anthony,Rendon,2014,1,WAS,NL,613,176,21,17,58,104,5,685
Ben,Revere,2014,1,PHI,NL,601,184,2,49,13,49,4,627
Jose,Reyes,2014,1,TOR,AL,610,175,9,30,38,73,1,656
Mark,Reynolds,2014,1,MIL,NL,378,74,22,5,47,122,3,436
Alex,Rios,2014,1,TEX,AL,492,138,4,17,23,93,1,524
Rene,Rivera,2014,1,SDN,NL,294,74,11,0,27,76,3,332
Anthony,Rizzo,2014,1,CHN,NL,524,150,32,5,73,116,15,623
Brian,Roberts,2014,1,NYA,AL,317,75,5,7,28,53,1,349
Sean,Rodriguez,2014,1,TBA,AL,237,50,12,2,10,66,6,259
Jimmy,Rollins,2014,1,PHI,NL,538,131,17,28,64,100,1,611
Andrew,Romine,2014,1,DET,AL,251,57,2,12,18,60,0,273
Wilin,Rosario,2014,1,COL,NL,382,102,13,1,23,70,0,415
Cody,Ross,2014,1,ARI,NL,202,51,2,0,15,44,1,219
Justin,Ruggiano,2014,1,CHN,NL,224,63,6,2,18,70,3,250
Carlos,Ruiz,2014,1,PHI,NL,381,96,6,4,46,60,12,446
Josh,Rutledge,2014,1,COL,NL,309,83,4,2,20,83,6,342
Jarrod,Saltalamacchia,2014,1,MIA,NL,373,82,11,0,55,143,2,439
Gaby,Sanchez,2014,1,PIT,NL,262,60,7,2,23,58,2,290
Pablo,Sandoval,2014,1,SFN,NL,588,164,16,0,39,85,4,644
Carlos,Santana,2014,1,CLE,AL,541,125,27,5,113,124,3,665
Danny,Santana,2014,1,MIN,AL,405,129,7,20,19,98,3,430
Ramon,Santiago,2014,1,CIN,NL,179,44,2,2,24,38,3,214
Michael,Saunders,2014,1,SEA,AL,231,63,8,4,26,59,0,264
Nate,Schierholtz,2014,1,CHN,NL,313,60,6,4,18,76,4,341
Jonathan,Schoop,2014,1,BAL,AL,455,95,16,2,13,122,8,481
Skip,Schumaker,2014,1,CIN,NL,247,58,2,2,18,50,1,271
Kyle,Seager,2014,1,SEA,AL,590,158,25,7,52,118,8,657
Jean,Segura,2014,1,MIL,NL,513,126,5,20,28,70,4,562
Marcus,Semien,2014,1,CHA,AL,231,54,6,3,21,70,1,255
Andrelton,Simmons,2014,1,ATL,NL,540,132,7,4,32,60,0,580
Jon,Singleton,2014,1,HOU,AL,310,52,13,2,50,134,1,363
Grady,Sizemore,2014,1,BOS,AL,185,40,2,5,19,41,0,205
Seth,Smith,2014,1,SDN,NL,443,118,12,1,69,87,4,523
Justin,Smoak,2014,1,SEA,AL,248,50,7,0,24,66,2,276
Travis,Snider,2014,1,PIT,NL,322,85,13,1,34,67,2,361
Eric,Sogard,2014,1,OAK,AL,291,65,1,11,31,37,1,329
Donovan,Solano,2014,1,MIA,NL,310,78,3,1,19,61,3,340
Yangervis,Solarte,2014,1,NYA,AL,252,64,6,0,30,34,3,289
Yangervis,Solarte,2014,2,SDN,NL,217,58,4,0,23,24,1,247
Alfonso,Soriano,2014,1,NYA,AL,226,50,6,1,6,71,2,239
Denard,Span,2014,1,WAS,NL,610,184,5,31,50,65,2,669
George,Springer,2014,1,HOU,AL,295,68,20,5,39,114,9,349
Giancarlo,Stanton,2014,1,MIA,NL,539,155,37,13,94,170,3,662
Drew,Stubbs,2014,1,COL,NL,388,112,15,20,30,136,1,425
Eugenio,Suarez,2014,1,DET,AL,244,59,4,3,22,67,5,278
Ichiro,Suzuki,2014,1,NYA,AL,359,102,1,15,21,68,1,386
Kurt,Suzuki,2014,1,MIN,AL,452,130,3,0,34,46,9,503
Ryan,Sweeney,2014,1,CHN,NL,207,52,3,0,15,33,1,228
Nick,Swisher,2014,1,CLE,AL,360,75,8,0,36,111,0,401
Oscar,Taveras,2014,1,SLN,NL,234,56,3,0,12,37,1,248
Mark,Teixeira,2014,1,NYA,AL,440,95,22,1,58,109,6,511
Ruben,Tejada,2014,1,NYN,NL,355,84,5,1,50,73,8,430
Mike,Trout,2014,1,LAA,AL,602,173,36,16,83,184,10,711
Mark,Trumbo,2014,1,ARI,NL,328,77,14,2,28,89,1,365
Troy,Tulowitzki,2014,1,COL,NL,315,107,21,1,50,57,5,379
Justin,Turner,2014,1,LAN,NL,288,98,7,6,28,58,4,323
Melvin,Upton,2014,1,ATL,NL,519,108,12,20,57,173,1,587
Justin,Upton,2014,1,ATL,NL,566,153,29,8,60,171,6,641
Juan,Uribe,2014,1,LAN,NL,386,120,9,0,15,77,1,406
Chase,Utley,2014,1,PHI,NL,589,159,11,10,53,85,13,676
Luis,Valbuena,2014,1,CHN,NL,478,119,16,1,65,113,2,551
Scott,Van Slyke,2014,1,LAN,NL,212,63,11,4,28,71,4,246
Kennys,Vargas,2014,1,MIN,AL,215,59,9,0,12,63,3,236
Christian,Vazquez,2014,1,BOS,AL,175,42,1,0,19,33,0,202
Will,Venable,2014,1,SDN,NL,406,91,8,11,33,107,4,450
Dayan,Viciedo,2014,1,CHA,AL,523,121,21,0,32,122,5,566
Jonathan,Villar,2014,1,HOU,AL,263,55,7,17,19,80,2,290
Stephen,Vogt,2014,1,OAK,AL,269,75,9,1,16,39,1,289
Joey,Votto,2014,1,CIN,NL,220,56,6,1,47,49,3,274
Neil,Walker,2014,1,PIT,NL,512,139,23,2,45,88,11,573
Rickie,Weeks,2014,1,MIL,NL,252,69,8,3,25,73,8,286
Jayson,Werth,2014,1,WAS,NL,534,156,16,9,83,113,9,632
Josh,Willingham,2014,1,MIN,AL,224,47,12,1,42,78,7,281
Kolten,Wong,2014,1,SLN,NL,402,100,12,20,21,71,4,436
David,Wright,2014,1,NYN,NL,535,144,8,8,42,113,4,591
Christian,Yelich,2014,1,MIA,NL,582,165,9,21,70,137,3,663
Chris,Young,2014,1,NYN,NL,254,52,8,7,25,54,4,289
Delmon,Young,2014,1,BAL,AL,242,73,7,2,10,51,3,255
Eric,Young,2014,1,NYN,NL,280,64,1,30,24,60,5,317
Ryan,Zimmerman,2014,1,WAS,NL,214,60,5,0,22,37,0,240
Ben,Zobrist,2014,1,TBA,AL,570,155,10,10,75,84,1,658
Mike,Zunino,2014,1,SEA,AL,438,87,22,0,17,158,17,477
Jose,Abreu,2015,1,CHA,AL,613,178,30,0,39,140,15,679
Dustin,Ackley,2015,1,SEA,AL,186,40,6,2,14,38,1,207
Nick,Ahmed,2015,1,ARI,NL,421,95,9,4,29,81,1,460
Yonder,Alonso,2015,1,SDN,NL,354,100,5,2,42,48,3,405
Jose,Altuve,2015,1,HOU,AL,638,200,15,38,33,67,9,697
Pedro,Alvarez,2015,1,PIT,NL,437,106,27,2,48,131,2,500
Alexi,Amarista,2015,1,SDN,NL,324,66,3,5,24,55,1,361
Elvis,Andrus,2015,1,TEX,AL,596,154,7,25,46,78,2,662
Nori,Aoki,2015,1,SFN,NL,355,102,5,14,30,25,6,392
Nolan,Arenado,2015,1,COL,NL,616,177,42,2,34,110,4,678
Cody,Asche,2015,1,PHI,NL,425,104,12,1,26,111,4,459
Alex,Avila,2015,1,DET,AL,178,34,4,0,40,66,0,219
Mike,Aviles,2015,1,CLE,AL,290,67,5,3,20,38,1,317
Erick,Aybar,2015,1,LAA,AL,597,161,3,15,25,73,4,639
Clint,Barmes,2015,1,SDN,NL,207,48,3,0,10,55,4,226
Brandon,Barnes,2015,1,COL,NL,255,64,2,4,21,67,3,284
Tucker,Barnhart,2015,1,CIN,NL,242,61,3,0,25,45,2,279
Jose,Bautista,2015,1,TOR,AL,543,136,40,8,110,106,5,668
Gordon,Beckham,2015,1,CHA,AL,211,44,6,0,19,43,2,238
Tim,Beckham,2015,1,TBA,AL,203,45,9,3,13,69,3,223
Brandon,Belt,2015,1,SFN,NL,492,138,18,9,56,147,4,558
Adrian,Beltre,2015,1,TEX,AL,567,163,18,1,41,65,3,623
Carlos,Beltran,2015,1,NYA,AL,478,132,19,0,45,85,2,533
Mookie,Betts,2015,1,BOS,AL,597,174,18,21,46,82,2,655
Charlie,Blackmon,2015,1,COL,NL,614,176,17,43,46,112,13,684
Andres,Blanco,2015,1,PHI,NL,233,68,7,1,21,44,4,261
Gregor,Blanco,2015,1,SFN,NL,327,95,5,13,40,59,2,379
Xander,Bogaerts,2015,1,BOS,AL,613,196,7,10,32,101,3,655
Jason,Bourgeois,2015,1,CIN,NL,196,47,3,3,14,33,1,212
Peter,Bourjos,2015,1,SLN,NL,195,39,4,5,19,59,6,229
Justin,Bour,2015,1,MIA,NL,409,107,23,0,34,101,2,449
Michael,Bourn,2015,1,CLE,AL,289,71,0,13,29,76,0,326
Jackie,Bradley,2015,1,BOS,AL,221,55,10,3,27,69,3,255
Michael,Brantley,2015,1,CLE,AL,529,164,15,15,60,51,2,604
Ryan,Braun,2015,1,MIL,NL,506,144,25,24,54,115,4,571
Domonic,Brown,2015,1,PHI,NL,189,43,5,3,14,36,1,204
Jay,Bruce,2015,1,CIN,NL,580,131,26,9,58,145,2,657
Kris,Bryant,2015,1,CHN,NL,559,154,26,13,77,199,9,650
Billy,Burns,2015,1,OAK,AL,520,153,5,26,26,81,6,556
Billy,Butler,2015,1,OAK,AL,538,135,15,0,52,101,7,605
Joey,Butler,2015,1,TBA,AL,257,71,8,5,16,82,3,276
Marlon,Byrd,2015,1,CIN,NL,359,85,19,2,23,101,3,389
Asdrubal,Cabrera,2015,1,TBA,AL,505,134,15,6,36,107,3,555
Melky,Cabrera,2015,1,CHA,AL,629,172,12,3,40,88,2,685
Miguel,Cabrera,2015,1,DET,AL,429,145,18,1,77,82,3,526
Lorenzo,Cain,2015,1,KCA,AL,551,169,16,28,37,98,12,608
Kole,Calhoun,2015,1,LAA,AL,630,161,26,4,45,164,5,687
Eric,Campbell,2015,1,NYN,NL,173,34,3,5,26,37,4,207
Mark,Canha,2015,1,OAK,AL,441,112,16,7,33,96,8,485
Robinson,Cano,2015,1,SEA,AL,624,179,21,2,43,107,3,679
Matt,Carpenter,2015,1,SLN,NL,574,156,28,4,81,151,6,670
Chris,Carter,2015,1,HOU,AL,391,78,24,1,57,151,6,460
Nick,Castellanos,2015,1,DET,AL,549,140,15,0,39,152,1,596
Rusney,Castillo,2015,1,BOS,AL,273,69,5,4,13,54,1,289
Welington,Castillo,2015,3,ARI,NL,274,70,17,0,21,75,5,303
Jason,Castro,2015,1,HOU,AL,337,71,11,0,33,115,2,376
Starlin,Castro,2015,1,CHN,NL,547,145,11,5,21,91,5,584
Francisco,Cervelli,2015,1,PIT,NL,451,133,7,1,46,94,8,511
Yoenis,Cespedes,2015,1,DET,AL,403,118,18,3,19,87,1,429
Yoenis,Cespedes,2015,2,NYN,NL,230,66,17,4,14,54,4,252
Robinson,Chirinos,2015,1,TEX,AL,233,54,10,0,28,62,5,273
Lonnie,Chisenhall,2015,1,CLE,AL,333,82,7,4,23,69,1,365
Shin-Soo,Choo,2015,1,TEX,AL,555,153,22,4,76,147,15,654
Chris,Coghlan,2015,1,CHN,NL,440,110,16,11,58,94,3,509
Chris,Colabello,2015,1,TOR,AL,333,107,15,2,22,96,3,360
Tyler,Collins,2015,1,DET,AL,192,51,4,2,13,43,1,207
Hank,Conger,2015,1,HOU,AL,201,46,11,0,23,63,2,229
Carlos,Correa,2015,1,HOU,AL,387,108,22,14,40,78,1,434
Zack,Cozart,2015,1,CIN,NL,194,50,9,3,14,29,2,215
Brandon,Crawford,2015,1,SFN,NL,507,130,21,6,39,119,11,570
C. J.,Cron,2015,1,LAA,AL,378,99,16,3,17,82,5,404
Nelson,Cruz,2015,1,SEA,AL,590,178,44,3,59,164,5,664
Michael,Cuddyer,2015,1,NYN,NL,379,98,10,2,24,88,4,408
Travis,d'Arnaud,2015,1,NYN,NL,239,64,12,0,23,49,4,268
Chris,Davis,2015,1,BAL,AL,573,150,47,2,84,208,8,676
Ike,Davis,2015,1,OAK,AL,214,49,3,0,23,44,0,239
Khris,Davis,2015,1,MIL,NL,392,97,27,6,44,122,1,441
Rajai,Davis,2015,1,DET,AL,341,88,8,18,22,76,3,370
David,DeJesus,2015,1,TBA,AL,232,60,5,3,19,39,4,258
Ivan,De Jesus,2015,1,CIN,NL,201,49,4,0,19,55,1,222
Chris,Denorfia,2015,1,CHN,NL,212,57,3,0,15,56,1,232
Daniel,Descalso,2015,1,COL,NL,185,38,5,1,20,45,0,215
Delino,DeShields,2015,1,TEX,AL,425,111,2,25,53,101,3,493
Ian,Desmond,2015,1,WAS,NL,583,136,19,13,45,187,3,641
Corey,Dickerson,2015,1,COL,NL,224,68,10,0,10,56,0,234
Derek,Dietrich,2015,1,MIA,NL,250,64,10,0,23,65,13,291
Josh,Donaldson,2015,1,TOR,AL,620,184,41,6,73,133,6,711
Brian,Dozier,2015,1,MIN,AL,628,148,28,12,61,148,7,706
Stephen,Drew,2015,1,NYA,AL,383,77,17,0,37,71,1,429
Lucas,Duda,2015,1,NYN,NL,471,115,27,0,66,138,14,561
Matt,Duffy,2015,1,SFN,NL,573,169,12,12,30,96,5,612
Jarrod,Dyson,2015,1,KCA,AL,200,50,2,26,14,37,4,225
Adam,Eaton,2015,1,CHA,AL,610,175,14,18,58,131,14,691
A. J.,Ellis,2015,1,LAN,NL,181,43,7,0,32,38,1,218
Jacoby,Ellsbury,2015,1,NYA,AL,452,116,7,21,35,86,7,499
Edwin,Encarnacion,2015,1,TOR,AL,528,146,39,3,77,98,9,629
Alcides,Escobar,2015,1,KCA,AL,612,157,3,17,26,75,8,663
Eduardo,Escobar,2015,1,MIN,AL,409,107,12,2,28,86,2,447
Yunel,Escobar,2015,1,WAS,NL,535,168,9,2,45,70,8,591
Danny,Espinosa,2015,1,WAS,NL,367,88,13,5,33,106,6,417
Andre,Ethier,2015,1,LAN,NL,395,116,14,2,43,75,4,447
Prince,Fielder,2015,1,TEX,AL,613,187,23,0,64,88,11,707
Ryan,Flaherty,2015,1,BAL,AL,267,54,9,0,26,81,4,303
Wilmer,Flores,2015,1,NYN,NL,483,127,16,0,19,63,4,512
Tyler,Flowers,2015,1,CHA,AL,331,79,9,0,21,104,6,361
Logan,Forsythe,2015,1,TBA,AL,540,152,17,9,55,111,14,617
Dexter,Fowler,2015,1,CHN,NL,596,149,17,20,84,154,5,691
Jeff,Francoeur,2015,1,PHI,NL,326,84,13,0,13,77,1,343
Maikel,Franco,2015,1,PHI,NL,304,85,14,1,26,52,4,337
Todd,Frazier,2015,1,CIN,NL,619,158,35,13,44,137,7,681
Freddie,Freeman,2015,1,ATL,NL,416,115,18,3,56,98,7,485
David,Freese,2015,1,LAA,AL,424,109,14,1,31,107,12,470
Sam,Fuld,2015,1,OAK,AL,290,57,2,9,30,55,2,326
Freddy,Galvis,2015,1,PHI,NL,559,147,7,10,30,103,3,604
Avisail,Garcia,2015,1,CHA,AL,553,142,13,7,36,141,8,604
Brett,Gardner,2015,1,NYA,AL,571,148,16,20,68,135,6,657
Evan,Gattis,2015,1,HOU,AL,566,139,27,0,30,119,3,607
Scooter,Gennett,2015,1,MIL,NL,375,99,6,1,12,68,4,396
Johnny,Giavotella,2015,1,LAA,AL,453,123,4,2,32,59,2,502
Ryan,Goins,2015,1,TOR,AL,376,94,5,2,39,83,1,428
Paul,Goldschmidt,2015,1,ARI,NL,567,182,33,21,118,151,2,723
Jonny,Gomes,2015,1,ATL,NL,195,43,7,1,28,67,3,229
Yan,Gomes,2015,1,CLE,AL,363,84,12,0,13,104,7,390
Carlos,Gomez,2015,1,MIL,NL,286,75,8,7,23,70,5,314
Adrian,Gonzalez,2015,1,LAN,NL,571,157,28,0,62,107,6,652
Carlos,Gonzalez,2015,1,COL,NL,554,150,40,2,46,133,1,614
Marwin,Gonzalez,2015,1,HOU,AL,344,96,12,4,16,74,3,370
Alex,Gordon,2015,1,KCA,AL,354,96,13,2,49,92,14,429
Dee,Gordon,2015,1,MIA,NL,615,205,4,58,25,91,2,655
Anthony,Gose,2015,1,DET,AL,485,123,5,23,45,145,3,535
Curtis,Granderson,2015,1,NYN,NL,580,150,26,11,91,151,7,685
Yasmani,Grandal,2015,1,LAN,NL,355,83,16,0,65,92,2,427
Didi,Gregorius,2015,1,NYA,AL,525,139,9,5,33,85,11,578
Randal,Grichuk,2015,1,SLN,NL,323,89,17,4,22,110,4,352
Alex,Guerrero,2015,1,LAN,NL,219,51,11,1,7,57,2,230
Brandon,Guyer,2015,1,TBA,AL,332,88,8,10,25,61,24,385
Jedd,Gyorko,2015,1,SDN,NL,421,104,16,0,27,107,5,459
Billy,Hamilton,2015,1,CIN,NL,412,93,4,57,28,75,1,454
Ryan,Hanigan,2015,1,BOS,AL,174,43,2,0,20,39,4,200
J. J.,Hardy,2015,1,BAL,AL,411,90,8,0,20,88,0,437
Bryce,Harper,2015,1,WAS,NL,521,172,42,6,124,131,5,669
Josh,Harrison,2015,1,PIT,NL,418,120,4,10,19,71,7,450
Chase,Headley,2015,1,NYA,AL,580,150,11,0,51,135,7,642
Adeiny,Hechavarria,2015,1,MIA,NL,470,132,5,7,23,78,2,503
